iyear,eventid,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1996,199601010009,1,1,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Gov't,Retired senior police officer,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601010010,1,1,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Gov't,"Police inspector, his son, and a shopkeeper",153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,2,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601010011,1,1,,0,,217,United States,1,North America,Alabama,Opelika,32.6505,-85.380649,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,15,Religious Figures/Institutions,85,Religious Figure,,Episcopal Priest,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,1,1,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601010012,1,1,,0,,217,United States,1,North America,Oregon,Grants Pass,42.44321,-123.324639,1,0,,,1,1,1,-9,,,0,0,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,Planned Parenthood of SW Oregon,Clinic,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601010013,1,1,,0,,69,France,8,Western Europe,Corsica,Ajaccio,41.930607,8.742907,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Caf�,,"resturant, apartment, shop",69,France,,,,,,,,,,,,,,,,,Corsican Separatists,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199601010013, 199601010014, 199601010015"
1996,199601010014,1,1,,0,,69,France,8,Western Europe,Corsica,Ajaccio,41.930607,8.742907,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Caf�,,"resturant, apartment, shop",69,France,,,,,,,,,,,,,,,,,Corsican Separatists,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199601010014, 199601010013, 199601010015"
1996,199601010015,1,1,,0,,69,France,8,Western Europe,Corsica,Ajaccio,41.930607,8.742907,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Caf�,,"resturant, apartment, shop",69,France,,,,,,,,,,,,,,,,,Corsican Separatists,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"199601010015, 199601010013, 199601010014"
1996,199601010016,1,1,,0,,69,France,8,Western Europe,Corsica,Ajaccio,41.930607,8.742907,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,Corisican Opposition Nationalist,69,France,,,,,,,,,,,,,,,,,Corsican Separatists,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Small caliber,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1996,199601010017,1,1,,0,,60,Egypt,10,Middle East & North Africa,Minya,Abu Qurqas,27.929867,30.838026,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,3,Police,23,Police Patrol (including vehicles and convoys),,Police truck,60,Egypt,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601010018,1,1,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,69,Religion Identified,,"Ian Lyons, 31, Catholic",233,Northern Ireland,,,,,,,,,,,,,,,,,Direct Action Against Drugs (DADD),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1996,199601020001,1,2,,0,,142,Netherlands,8,Western Europe,Gelderland,Arnhem,51.985103,5.89873,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Paribas Bank,Bank / Consulate (Anti-Nuclear),69,France,,,,,,,,,,,,,,,,,Anti-Nuclear Society for a Silent Counter-Offensive (ANGST),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1996,199601020002,1,2,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,20,Unknown,,,Unk,u/i persons,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,3,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601020003,1,2,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Govt,Passport-issuing office,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,3,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601020004,1,2,,0,,69,France,8,Western Europe,Corsica,Propriano,41.67615,8.903952,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,electric utility company,69,France,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601020005,1,2,,0,,95,Iraq,10,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Iraqi Armed Forces,Gen Mohammed Al-Tayi,95,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,2,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030001,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030002,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030003,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030004,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030005,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030006,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030007,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030008,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030009,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030010,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Hyderabad,25.389288,68.357338,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030011,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Hyderabad,25.389288,68.357338,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030012,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Hyderabad,25.389288,68.357338,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030013,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Hyderabad,25.389288,68.357338,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73,Vehicles/Transportation,Unk,Vehicle,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,,0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030014,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Govt,police inturman,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030015,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Govt,police inturman,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030016,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Govt,police inturman,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030017,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Govt,police inturman,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030018,1,3,,0,,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Govt,police inturman,153,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030019,1,3,,0,,168,Rwanda,11,Sub-Saharan Africa,Ruhengeri,Nyakinama,-1.53956,29.636923,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,3,Police,26,Prison/Jail,,Prison,168,Rwanda,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030020,1,3,,0,,34,Burundi,11,Sub-Saharan Africa,Bururi,Rumonge,-3.967065,29.436166,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,,Village,34,Burundi,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Firearm; Machete,7,,,20,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030021,1,3,,0,,60,Egypt,10,Middle East & North Africa,Minya,Mallawi,27.732365,30.843773,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,113,Alleged Informant,,Police informants,60,Egypt,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,2,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1996,199601030022,1,3,,0,,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,Unknown,Laipai Nagar Central Market,92,India,,,,,,,,,,,,,,,,,Jammu and Kashmir Islamic Front,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,Car bomb,13,,,38,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
